image_name,person_id,keypoint_id,x,y,confidence
jeonsomi1.jpg,1,0,378,421,0.9893942475318909
jeonsomi1.jpg,1,1,396,407,0.9598375558853149
jeonsomi1.jpg,1,2,362,408,0.9709236025810242
jeonsomi1.jpg,1,3,420,421,0.7401069402694702
jeonsomi1.jpg,1,4,337,422,0.8086207509040833
jeonsomi1.jpg,1,5,441,517,0.9946960210800171
jeonsomi1.jpg,1,6,314,521,0.9961621761322021
jeonsomi1.jpg,1,7,468,639,0.9708855152130127
jeonsomi1.jpg,1,8,280,643,0.9821037650108337
jeonsomi1.jpg,1,9,471,747,0.954703688621521
jeonsomi1.jpg,1,10,286,749,0.9708949327468872
jeonsomi1.jpg,1,11,429,742,0.998877227306366
jeonsomi1.jpg,1,12,345,746,0.999103844165802
jeonsomi1.jpg,1,13,429,937,0.9980800151824951
jeonsomi1.jpg,1,14,347,949,0.998543381690979
jeonsomi1.jpg,1,15,438,1104,0.9861737489700317
jeonsomi1.jpg,1,16,364,1123,0.9887702465057373
jeonsomi2.jpg,1,0,378,421,0.9895939826965332
jeonsomi2.jpg,1,1,396,408,0.9604658484458923
jeonsomi2.jpg,1,2,363,408,0.9706555604934692
jeonsomi2.jpg,1,3,420,422,0.7447136640548706
jeonsomi2.jpg,1,4,337,422,0.8060972690582275
jeonsomi2.jpg,1,5,440,516,0.9950937032699585
jeonsomi2.jpg,1,6,313,521,0.9962835907936096
jeonsomi2.jpg,1,7,469,637,0.9737788438796997
jeonsomi2.jpg,1,8,280,643,0.9827757477760315
jeonsomi2.jpg,1,9,473,744,0.958693265914917
jeonsomi2.jpg,1,10,284,749,0.9721208810806274
jeonsomi2.jpg,1,11,429,740,0.9989705085754395
jeonsomi2.jpg,1,12,345,745,0.9991568326950073
jeonsomi2.jpg,1,13,429,935,0.9982082843780518
jeonsomi2.jpg,1,14,347,947,0.9986016154289246
jeonsomi2.jpg,1,15,439,1103,0.986699104309082
jeonsomi2.jpg,1,16,364,1122,0.9889941811561584
jeonsomi3.jpg,1,0,379,421,0.9896266460418701
jeonsomi3.jpg,1,1,397,408,0.9607318639755249
jeonsomi3.jpg,1,2,364,408,0.9704568982124329
jeonsomi3.jpg,1,3,421,423,0.7462489604949951
jeonsomi3.jpg,1,4,338,422,0.8043740391731262
jeonsomi3.jpg,1,5,440,517,0.9952066540718079
jeonsomi3.jpg,1,6,314,521,0.9962402582168579
jeonsomi3.jpg,1,7,470,636,0.974648118019104
jeonsomi3.jpg,1,8,280,643,0.9825127124786377
jeonsomi3.jpg,1,9,475,743,0.9597921967506409
jeonsomi3.jpg,1,10,284,749,0.9718416929244995
jeonsomi3.jpg,1,11,429,740,0.9989829659461975
jeonsomi3.jpg,1,12,346,745,0.9991505146026611
jeonsomi3.jpg,1,13,430,935,0.9982113838195801
jeonsomi3.jpg,1,14,347,947,0.9985736608505249
jeonsomi3.jpg,1,15,440,1103,0.9865973591804504
jeonsomi3.jpg,1,16,364,1121,0.9887459874153137
jeonsomi4.jpg,1,0,380,422,0.9896125197410583
jeonsomi4.jpg,1,1,398,409,0.9598730802536011
jeonsomi4.jpg,1,2,365,409,0.9712465405464172
jeonsomi4.jpg,1,3,421,424,0.734228789806366
jeonsomi4.jpg,1,4,339,423,0.810102641582489
jeonsomi4.jpg,1,5,440,518,0.994872510433197
jeonsomi4.jpg,1,6,314,522,0.9961206316947937
jeonsomi4.jpg,1,7,469,638,0.9725229740142822
jeonsomi4.jpg,1,8,280,643,0.981907308101654
jeonsomi4.jpg,1,9,473,744,0.9571132063865662
jeonsomi4.jpg,1,10,283,748,0.9710553288459778
jeonsomi4.jpg,1,11,428,742,0.9988995790481567
jeonsomi4.jpg,1,12,345,747,0.9990956783294678
jeonsomi4.jpg,1,13,428,938,0.9981117248535156
jeonsomi4.jpg,1,14,346,949,0.9985151886940002
jeonsomi4.jpg,1,15,437,1111,0.9859861135482788
jeonsomi4.jpg,1,16,363,1127,0.9883378148078918
jeonsomi5.jpg,1,0,381,422,0.9891981482505798
jeonsomi5.jpg,1,1,398,409,0.9590213894844055
jeonsomi5.jpg,1,2,365,409,0.9705238938331604
jeonsomi5.jpg,1,3,421,423,0.7323664426803589
jeonsomi5.jpg,1,4,339,423,0.8081648349761963
jeonsomi5.jpg,1,5,441,517,0.994652271270752
jeonsomi5.jpg,1,6,314,521,0.9959444403648376
jeonsomi5.jpg,1,7,468,638,0.9708935022354126
jeonsomi5.jpg,1,8,281,643,0.9807717204093933
jeonsomi5.jpg,1,9,471,746,0.954122006893158
jeonsomi5.jpg,1,10,286,748,0.9689512252807617
jeonsomi5.jpg,1,11,429,741,0.9988394379615784
jeonsomi5.jpg,1,12,345,746,0.9990459084510803
jeonsomi5.jpg,1,13,428,936,0.998056948184967
jeonsomi5.jpg,1,14,346,946,0.9984721541404724
jeonsomi5.jpg,1,15,437,1104,0.9862836599349976
jeonsomi5.jpg,1,16,364,1120,0.9885953068733215
jeonsomi6.jpg,1,0,384,422,0.9900684952735901
jeonsomi6.jpg,1,1,401,409,0.9586319923400879
jeonsomi6.jpg,1,2,368,409,0.974403977394104
jeonsomi6.jpg,1,3,423,420,0.7218756079673767
jeonsomi6.jpg,1,4,341,420,0.840831458568573
jeonsomi6.jpg,1,5,442,513,0.9946511387825012
jeonsomi6.jpg,1,6,317,518,0.997641921043396
jeonsomi6.jpg,1,7,473,635,0.9716646075248718
jeonsomi6.jpg,1,8,288,646,0.989301860332489
jeonsomi6.jpg,1,9,476,746,0.9612591862678528
jeonsomi6.jpg,1,10,292,752,0.9817835688591003
jeonsomi6.jpg,1,11,428,737,0.9991495609283447
jeonsomi6.jpg,1,12,345,741,0.9994242191314697
jeonsomi6.jpg,1,13,429,936,0.9985747337341309
jeonsomi6.jpg,1,14,352,942,0.9990897178649902
jeonsomi6.jpg,1,15,438,1111,0.9897748231887817
jeonsomi6.jpg,1,16,366,1120,0.9926121830940247
jeonsomi7.jpg,1,0,385,422,0.9889848232269287
jeonsomi7.jpg,1,1,402,409,0.9568103551864624
jeonsomi7.jpg,1,2,369,409,0.9709346294403076
jeonsomi7.jpg,1,3,424,422,0.7131505012512207
jeonsomi7.jpg,1,4,342,421,0.8145061135292053
jeonsomi7.jpg,1,5,443,515,0.9943090677261353
jeonsomi7.jpg,1,6,316,518,0.9959816932678223
jeonsomi7.jpg,1,7,469,637,0.9690384268760681
jeonsomi7.jpg,1,8,282,641,0.981115460395813
jeonsomi7.jpg,1,9,471,744,0.9519525766372681
jeonsomi7.jpg,1,10,287,747,0.9693658351898193
jeonsomi7.jpg,1,11,430,738,0.9988372921943665
jeonsomi7.jpg,1,12,346,742,0.9990710020065308
jeonsomi7.jpg,1,13,428,937,0.9981374740600586
jeonsomi7.jpg,1,14,347,944,0.9985671043395996
jeonsomi7.jpg,1,15,437,1110,0.9869800806045532
jeonsomi7.jpg,1,16,364,1121,0.9893410801887512
jeonsomi8.jpg,1,0,387,422,0.9897662997245789
jeonsomi8.jpg,1,1,404,409,0.9576219916343689
jeonsomi8.jpg,1,2,372,409,0.9727932214736938
jeonsomi8.jpg,1,3,425,423,0.7258869409561157
jeonsomi8.jpg,1,4,345,422,0.8373730182647705
jeonsomi8.jpg,1,5,444,515,0.9953451752662659
jeonsomi8.jpg,1,6,319,518,0.9967901110649109
jeonsomi8.jpg,1,7,470,634,0.9733683466911316
jeonsomi8.jpg,1,8,287,642,0.9845676422119141
jeonsomi8.jpg,1,9,475,742,0.9566251039505005
jeonsomi8.jpg,1,10,290,749,0.9730809926986694
jeonsomi8.jpg,1,11,431,739,0.9989891648292542
jeonsomi8.jpg,1,12,348,742,0.9992009997367859
jeonsomi8.jpg,1,13,431,939,0.9976168870925903
jeonsomi8.jpg,1,14,351,940,0.9981843829154968
jeonsomi8.jpg,1,15,439,1122,0.9810730218887329
jeonsomi8.jpg,1,16,367,1122,0.984649121761322
jeonsomi9.jpg,1,0,388,422,0.9897966980934143
jeonsomi9.jpg,1,1,404,409,0.9578065872192383
jeonsomi9.jpg,1,2,373,408,0.9727758765220642
jeonsomi9.jpg,1,3,426,422,0.7281723022460938
jeonsomi9.jpg,1,4,347,421,0.8372669219970703
jeonsomi9.jpg,1,5,445,515,0.9954160451889038
jeonsomi9.jpg,1,6,320,517,0.9968454241752625
jeonsomi9.jpg,1,7,470,633,0.9735930562019348
jeonsomi9.jpg,1,8,288,639,0.9847316741943359
jeonsomi9.jpg,1,9,476,741,0.9565405249595642
jeonsomi9.jpg,1,10,290,745,0.9730428457260132
jeonsomi9.jpg,1,11,431,739,0.9990119934082031
jeonsomi9.jpg,1,12,348,741,0.999219536781311
jeonsomi9.jpg,1,13,430,937,0.9976959824562073
jeonsomi9.jpg,1,14,349,937,0.9982439279556274
jeonsomi9.jpg,1,15,437,1117,0.9819713234901428
jeonsomi9.jpg,1,16,364,1116,0.9853794574737549
jeonsomi10.jpg,1,0,390,421,0.9900913238525391
jeonsomi10.jpg,1,1,407,408,0.9593625068664551
jeonsomi10.jpg,1,2,375,407,0.9715939164161682
jeonsomi10.jpg,1,3,428,422,0.7401934266090393
jeonsomi10.jpg,1,4,348,418,0.8291472792625427
jeonsomi10.jpg,1,5,446,515,0.9961491823196411
jeonsomi10.jpg,1,6,319,514,0.9969037175178528
jeonsomi10.jpg,1,7,473,634,0.9789189696311951
jeonsomi10.jpg,1,8,286,637,0.9849158525466919
jeonsomi10.jpg,1,9,482,739,0.964491605758667
jeonsomi10.jpg,1,10,290,744,0.9741887450218201
jeonsomi10.jpg,1,11,430,737,0.9991289973258972
jeonsomi10.jpg,1,12,347,739,0.9992503523826599
jeonsomi10.jpg,1,13,431,936,0.9978524446487427
jeonsomi10.jpg,1,14,350,935,0.9982171654701233
jeonsomi10.jpg,1,15,437,1116,0.9819462895393372
jeonsomi10.jpg,1,16,365,1114,0.9845367074012756
jeonsomi11.jpg,1,0,393,420,0.9904419183731079
jeonsomi11.jpg,1,1,409,408,0.9613158106803894
jeonsomi11.jpg,1,2,378,406,0.9720036387443542
jeonsomi11.jpg,1,3,430,420,0.7555039525032043
jeonsomi11.jpg,1,4,350,416,0.8397925496101379
jeonsomi11.jpg,1,5,448,513,0.9966700673103333
jeonsomi11.jpg,1,6,321,512,0.9979988932609558
jeonsomi11.jpg,1,7,479,630,0.9823886752128601
jeonsomi11.jpg,1,8,287,635,0.9898203611373901
jeonsomi11.jpg,1,9,488,737,0.9721840620040894
jeonsomi11.jpg,1,10,291,739,0.9818681478500366
jeonsomi11.jpg,1,11,432,734,0.9994940757751465
jeonsomi11.jpg,1,12,350,734,0.9995917677879333
jeonsomi11.jpg,1,13,428,937,0.9988285899162292
jeonsomi11.jpg,1,14,349,931,0.9990962743759155
jeonsomi11.jpg,1,15,433,1121,0.990301787853241
jeonsomi11.jpg,1,16,365,1112,0.9921385645866394
jeonsomi12.jpg,1,0,393,419,0.9911008477210999
jeonsomi12.jpg,1,1,410,407,0.9620252251625061
jeonsomi12.jpg,1,2,378,405,0.9731643795967102
jeonsomi12.jpg,1,3,431,420,0.7630256414413452
jeonsomi12.jpg,1,4,352,414,0.8516966104507446
jeonsomi12.jpg,1,5,448,513,0.9972587823867798
jeonsomi12.jpg,1,6,319,511,0.9984681010246277
jeonsomi12.jpg,1,7,481,628,0.9855244755744934
jeonsomi12.jpg,1,8,279,634,0.9922990202903748
jeonsomi12.jpg,1,9,500,727,0.9768818020820618
jeonsomi12.jpg,1,10,290,732,0.9859821796417236
jeonsomi12.jpg,1,11,433,733,0.9996299743652344
jeonsomi12.jpg,1,12,350,734,0.9997102618217468
jeonsomi12.jpg,1,13,428,934,0.9991214871406555
jeonsomi12.jpg,1,14,350,933,0.9993502497673035
jeonsomi12.jpg,1,15,430,1114,0.9922308325767517
jeonsomi12.jpg,1,16,366,1114,0.9938454031944275
jeonsomi13.jpg,1,0,395,415,0.9911360740661621
jeonsomi13.jpg,1,1,412,402,0.9620031714439392
jeonsomi13.jpg,1,2,380,401,0.9726481437683105
jeonsomi13.jpg,1,3,433,415,0.7480098009109497
jeonsomi13.jpg,1,4,352,412,0.8405216932296753
jeonsomi13.jpg,1,5,451,510,0.9969170093536377
jeonsomi13.jpg,1,6,318,506,0.998234748840332
jeonsomi13.jpg,1,7,492,623,0.9851786494255066
jeonsomi13.jpg,1,8,269,623,0.9916254878044128
jeonsomi13.jpg,1,9,516,716,0.9777636528015137
jeonsomi13.jpg,1,10,288,717,0.9862349629402161
jeonsomi13.jpg,1,11,434,729,0.9995123147964478
jeonsomi13.jpg,1,12,349,730,0.9996107220649719
jeonsomi13.jpg,1,13,429,931,0.9990874528884888
jeonsomi13.jpg,1,14,352,932,0.9993151426315308
jeonsomi13.jpg,1,15,433,1109,0.9919098019599915
jeonsomi13.jpg,1,16,367,1109,0.9935370087623596
jeonsomi14.jpg,1,0,396,415,0.9911318421363831
jeonsomi14.jpg,1,1,411,403,0.9634750485420227
jeonsomi14.jpg,1,2,380,402,0.9715537428855896
jeonsomi14.jpg,1,3,432,416,0.7748576998710632
jeonsomi14.jpg,1,4,355,413,0.8490472435951233
jeonsomi14.jpg,1,5,452,510,0.9976366758346558
jeonsomi14.jpg,1,6,317,505,0.9983932375907898
jeonsomi14.jpg,1,7,494,616,0.9881447553634644
jeonsomi14.jpg,1,8,260,614,0.991732120513916
jeonsomi14.jpg,1,9,529,696,0.9806150794029236
jeonsomi14.jpg,1,10,290,696,0.986128568649292
jeonsomi14.jpg,1,11,433,724,0.9996278285980225
jeonsomi14.jpg,1,12,348,726,0.9996745586395264
jeonsomi14.jpg,1,13,429,922,0.9990492463111877
jeonsomi14.jpg,1,14,354,927,0.9992290735244751
jeonsomi14.jpg,1,15,432,1099,0.9906593561172485
jeonsomi14.jpg,1,16,367,1102,0.9920902252197266
jeonsomi15.jpg,1,0,394,415,0.9909847974777222
jeonsomi15.jpg,1,1,411,402,0.9673535823822021
jeonsomi15.jpg,1,2,379,402,0.9676340222358704
jeonsomi15.jpg,1,3,434,415,0.8134655356407166
jeonsomi15.jpg,1,4,356,412,0.8246016502380371
jeonsomi15.jpg,1,5,454,509,0.9980018734931946
jeonsomi15.jpg,1,6,316,501,0.9982788562774658
jeonsomi15.jpg,1,7,499,612,0.9904939532279968
jeonsomi15.jpg,1,8,247,602,0.9908542633056641
jeonsomi15.jpg,1,9,538,678,0.9838358163833618
jeonsomi15.jpg,1,10,289,667,0.9854809641838074
jeonsomi15.jpg,1,11,434,723,0.9996902942657471
jeonsomi15.jpg,1,12,347,725,0.9996939897537231
jeonsomi15.jpg,1,13,431,920,0.9992184638977051
jeonsomi15.jpg,1,14,356,930,0.9992979764938354
jeonsomi15.jpg,1,15,430,1097,0.9918558597564697
jeonsomi15.jpg,1,16,369,1109,0.9926210641860962
jeonsomi16.jpg,1,0,396,416,0.9908419847488403
jeonsomi16.jpg,1,1,412,402,0.9671893119812012
jeonsomi16.jpg,1,2,380,402,0.9669381380081177
jeonsomi16.jpg,1,3,437,416,0.8121046423912048
jeonsomi16.jpg,1,4,359,414,0.8247530460357666
jeonsomi16.jpg,1,5,457,512,0.9979062080383301
jeonsomi16.jpg,1,6,315,501,0.9981750249862671
jeonsomi16.jpg,1,7,498,612,0.9901489019393921
jeonsomi16.jpg,1,8,236,596,0.9903062582015991
jeonsomi16.jpg,1,9,542,641,0.982964813709259
jeonsomi16.jpg,1,10,291,626,0.9846920371055603
jeonsomi16.jpg,1,11,433,728,0.9996285438537598
jeonsomi16.jpg,1,12,345,730,0.9996275901794434
jeonsomi16.jpg,1,13,429,926,0.9990228414535522
jeonsomi16.jpg,1,14,358,935,0.9991119503974915
jeonsomi16.jpg,1,15,425,1108,0.9891558289527893
jeonsomi16.jpg,1,16,368,1116,0.9900859594345093
jeonsomi17.jpg,1,0,397,418,0.9906219244003296
jeonsomi17.jpg,1,1,413,404,0.9658178687095642
jeonsomi17.jpg,1,2,380,404,0.965055525302887
jeonsomi17.jpg,1,3,436,417,0.8084586262702942
jeonsomi17.jpg,1,4,359,416,0.8228592276573181
jeonsomi17.jpg,1,5,453,515,0.9980377554893494
jeonsomi17.jpg,1,6,317,502,0.9982104301452637
jeonsomi17.jpg,1,7,483,619,0.9910775423049927
jeonsomi17.jpg,1,8,235,597,0.9906545281410217
jeonsomi17.jpg,1,9,538,621,0.9836140871047974
jeonsomi17.jpg,1,10,297,589,0.9845945835113525
jeonsomi17.jpg,1,11,430,731,0.9996305704116821
jeonsomi17.jpg,1,12,344,732,0.9996168613433838
jeonsomi17.jpg,1,13,428,930,0.9990137815475464
jeonsomi17.jpg,1,14,359,934,0.9990653395652771
jeonsomi17.jpg,1,15,423,1113,0.9886041879653931
jeonsomi17.jpg,1,16,367,1111,0.9893465638160706
jeonsomi18.jpg,1,0,396,423,0.9905399084091187
jeonsomi18.jpg,1,1,412,408,0.9650353193283081
jeonsomi18.jpg,1,2,380,408,0.9631049036979675
jeonsomi18.jpg,1,3,434,422,0.8044722676277161
jeonsomi18.jpg,1,4,357,421,0.8024229407310486
jeonsomi18.jpg,1,5,450,521,0.9981750249862671
jeonsomi18.jpg,1,6,318,513,0.9979792237281799
jeonsomi18.jpg,1,7,487,628,0.9919739365577698
jeonsomi18.jpg,1,8,246,619,0.9894380569458008
jeonsomi18.jpg,1,9,540,581,0.9836881160736084
jeonsomi18.jpg,1,10,283,561,0.9816105365753174
jeonsomi18.jpg,1,11,427,735,0.9995875954627991
jeonsomi18.jpg,1,12,343,736,0.9995317459106445
jeonsomi18.jpg,1,13,425,936,0.998903751373291
jeonsomi18.jpg,1,14,356,939,0.998849630355835
jeonsomi18.jpg,1,15,429,1117,0.9866282343864441
jeonsomi18.jpg,1,16,371,1115,0.9865996837615967
jeonsomi19.jpg,1,0,394,429,0.9911864399909973
jeonsomi19.jpg,1,1,411,414,0.9616330862045288
jeonsomi19.jpg,1,2,377,415,0.9683662056922913
jeonsomi19.jpg,1,3,434,428,0.7731453776359558
jeonsomi19.jpg,1,4,354,429,0.8097182512283325
jeonsomi19.jpg,1,5,451,523,0.9976724982261658
jeonsomi19.jpg,1,6,324,519,0.9978055357933044
jeonsomi19.jpg,1,7,480,623,0.9890011548995972
jeonsomi19.jpg,1,8,262,620,0.9903801679611206
jeonsomi19.jpg,1,9,520,549,0.9781382083892822
jeonsomi19.jpg,1,10,278,536,0.9823064208030701
jeonsomi19.jpg,1,11,430,739,0.9993219375610352
jeonsomi19.jpg,1,12,347,741,0.9993571639060974
jeonsomi19.jpg,1,13,423,938,0.998080849647522
jeonsomi19.jpg,1,14,353,939,0.9982584118843079
jeonsomi19.jpg,1,15,424,1114,0.9759870767593384
jeonsomi19.jpg,1,16,368,1111,0.9780720472335815
jeonsomi20.jpg,1,0,387,429,0.9905457496643066
jeonsomi20.jpg,1,1,405,416,0.9575615525245667
jeonsomi20.jpg,1,2,371,415,0.9699698686599731
jeonsomi20.jpg,1,3,428,432,0.7454361319541931
jeonsomi20.jpg,1,4,349,429,0.8157421946525574
jeonsomi20.jpg,1,5,445,519,0.9968140721321106
jeonsomi20.jpg,1,6,321,523,0.9976162910461426
jeonsomi20.jpg,1,7,480,599,0.9842007756233215
jeonsomi20.jpg,1,8,284,617,0.9902408123016357
jeonsomi20.jpg,1,9,501,511,0.9689467549324036
jeonsomi20.jpg,1,10,286,511,0.980467677116394
jeonsomi20.jpg,1,11,430,739,0.9991962313652039
jeonsomi20.jpg,1,12,347,743,0.9993348717689514
jeonsomi20.jpg,1,13,426,937,0.9980229139328003
jeonsomi20.jpg,1,14,350,941,0.9984622001647949
jeonsomi20.jpg,1,15,426,1111,0.9786853790283203
jeonsomi20.jpg,1,16,372,1117,0.9824343323707581
jeonsomi21.jpg,1,0,384,431,0.9890201687812805
jeonsomi21.jpg,1,1,402,418,0.9480932950973511
jeonsomi21.jpg,1,2,367,416,0.9732872247695923
jeonsomi21.jpg,1,3,423,434,0.6556116938591003
jeonsomi21.jpg,1,4,340,430,0.8332430124282837
jeonsomi21.jpg,1,5,438,515,0.9937478303909302
jeonsomi21.jpg,1,6,323,522,0.9964665174484253
